"","LIBNAME","STABR","C_LEGBAS","POPU_LSA","CENTLIB","BRANLIB","BKMOB","MASTER","LIBRARIA","TOTINCM","CAP_REV","PRMATEXP","ELMATEXP","OTHMATEX","CAPITAL","BKVOL","EBOOK","VIDEO_PH","AUDIO_PH","VIDEO_DL","AUDIO_DL","VISITS","REGBOR","ELMATCIR","PHYSCIR","KIDCIRCL","PITUSR","LOANTO","LOANFM"
"4175","EVELETH PUBLIC LIBRARY","MN","CI",3461,1,0,0,0,1,197476,0,24174,2056,4900,0,26096,62086,4829,774,0,15681,8034,1795,5602,20729,6945,536,6319,1759
"4176","GILBERT PUBLIC LIBRARY","MN","CI",1790,1,0,0,0,1,118395,6000,6000,1000,1960,1000,9418,62086,1896,204,0,15681,2232,1777,2729,5676,1515,412,2343,1027
"4177","GRAND MARAIS PUBLIC LIBRARY","MN","CC",5629,1,0,0,2,2,421498,23809,21247,2355,3450,147627,18358,62086,2660,1069,0,15681,36250,2802,14388,40322,17964,3140,3644,8830
"4178","GRAND RAPIDS AREA LIBRARY","MN","CI",21005,1,0,0,2,4,1000826,0,51345,0,16320,0,63709,62086,4568,2186,0,15681,45186,9826,35220,125503,63065,3387,10387,14430
"4179","HIBBING PUBLIC LIBRARY","MN","CI",16064,1,0,0,2,3,791101,13260,48494,1763,3870,13260,65209,62086,4638,3657,0,15681,47359,5600,16892,39828,15969,2380,7045,5814
"4180","HOYT LAKES PUBLIC LIBRARY","MN","CI",2003,1,0,0,0,1,191857,4000,10867,708,3293,4000,15040,62086,2234,458,0,15701,5870,966,3212,9924,2081,1435,2705,1054
"4181","INTERNATIONAL FALLS PUBLIC LIBRARY","MN","CI",5616,1,0,0,1,1,377654,0,40799,16249,8561,0,52381,62086,4417,1736,0,15681,28184,3534,4558,38712,13095,2860,8388,2765
"4182","KEEWATIN PUBLIC LIBRARY","MN","CI",984,1,0,0,0,0.87,65123,0,3927,0,441,0,10554,62086,875,89,0,15681,5121,213,383,3933,1134,1302,1246,310
"4183","KINNEY PUBLIC LIBRARY","MN","CI",575,1,0,0,0,0.3,13010,0,360,0,0,0,7449,9265,91,0,0,0,1224,56,587,135,135,306,0,0
"4184","MARBLE PUBLIC LIBRARY","MN","CI",611,1,0,0,0.62,0.62,39986,0,1360,0,0,0,6899,62086,335,6,0,15681,2583,214,1142,4334,2301,685,849,2056
"4185","MOOSE LAKE PUBLIC LIBRARY","MN","CI",2603,1,0,0,0,0.8,79958,0,7304,0,1912,0,20276,62086,1057,1012,0,15681,11791,1950,3201,16665,5609,1298,1822,3207
"4186","MOUNTAIN IRON PUBLIC LIBRARY","MN","CI",2920,1,0,0,0,0.75,199123,0,20030,0,7010,0,12804,62086,4355,1058,0,15681,6618,462,2877,21934,10850,795,4551,2440
"4187","SILVER BAY PUBLIC LIBRARY","MN","CI",3564,1,0,0,0,1,208862,3502,11193,156,2057,3502,22463,62086,2619,1110,0,15681,11440,1598,4533,20106,7096,960,4625,5931
"4188","TWO HARBORS PUBLIC LIBRARY","MN","CI",3631,1,0,0,2,3,333230,137502,17998,6622,5718,37502,27568,62086,3271,1965,0,15681,22867,3037,17547,43035,17586,2649,5167,8040
"4189","VIRGINIA PUBLIC LIBRARY","MN","CI",8331,1,0,0,3,3,1309628,124700,43453,16888,17450,58761,50324,62086,5524,3949,0,15681,48356,4605,13704,75353,32086,5859,10820,5865
"4190","EAST CENTRAL REGIONAL LIBRARY","MN","MJ",185650,1,13,1,11,17.13,3930838,0,227419,208889,63502,0,211517,32001,37404,15460,0,8484,300722,113198,191919,484541,237378,25544,5951,15257
"4191","GREAT RIVER REGIONAL LIBRARY","MN","MJ",503681,1,31,0,16.01,32.27,11470061,0,542361,329015,152555,79504,685242,26552,75218,64567,0,10631,956824,86946,315514,2431427,1126422,67319,23504,16768
"4192","LAKE AGASSIZ REGIONAL LIBRARY","MN","MJ",149292,1,12,0,6,6,4069094,128293,248066,219952,42962,173954,187021,31667,17832,5664,0,5207,362817,49944,189509,513590,224577,33282,17672,48914
"4193","ANOKA COUNTY LIBRARY","MN","CO",345029,1,7,0,29.3,37.1,8956702,124533,543488,350140,130362,611903,290604,107834,40892,33598,0,53132,519888,129566,617463,1630078,899867,56253,10176,13140
"4194","COLUMBIA HEIGHTS PUBLIC LIBRARY","MN","CI",21859,1,0,0,3.64,3.64,1097572,0,56152,13659,10460,0,41826,82605,3345,3574,0,40691,71909,17367,26126,112373,60845,14774,418,767
"4195","CARVER COUNTY LIBRARY SYSTEM","MN","CC",108891,0,7,0,15.5,20.41,4670014,0,304427,163428,40887,0,206410,93417,16798,9341,0,45595,277409,49161,250924,819051,539047,20941,4719,5747
"4196","DAKOTA COUNTY LIBRARY","MN","CO",442038,0,9,0,50.97,55.59,14272138,0,1274200,820832,131433,0,586188,82605,38820,45703,0,40691,1164129,355951,1191585,3951156,2447366,112919,10641,26971
"4197","SOUTH SAINT PAUL PUBLIC LIBRARY","MN","CI",20745,1,0,0,3,3,840099,0,50746,4000,10809,0,45848,82605,2273,2753,0,40691,37576,368782,21786,79111,42827,2692,44791,8997
"4198","HENNEPIN COUNTY LIBRARY","MN","CO",1289645,1,40,0,143.2,251,65794603,3521214,4740534,3277044,609087,4042848,4075267,388809,104724,126812,5355,184938,2766651,689289,5089783,11115072,6081616,703409,40295,35115
"4199","RAMSEY COUNTY LIBRARY","MN","CO",241189,1,6,0,35.95,38.95,13138104,3151635,667059,378168,137486,2851213,428105,124003,57541,23298,0,50835,714477,192252,711121,2059043,1054955,115932,11489,16398
"4200","SAINT PAUL PUBLIC LIBRARY","MN","CI",312041,1,12,1,26,30,20300450,0,729934,418024,272693,0,629290,166162,74822,42708,0,50927,1009534,322271,851426,1641561,801692,119344,17950,12079
"4201","SCOTT COUNTY LIBRARY","MN","CO",153199,0,8,1,8.56,14.59,4785325,0,229714,174742,23435,0,189964,92827,12847,10063,0,45051,297519,93590,315083,852833,495636,29272,4392,10443
"4202","WASHINGTON COUNTY LIBRARY","MN","CO",247515,0,7,0,33.33,37.84,8872377,0,424552,236150,183552,0,334179,108702,24227,30382,0,48269,606346,113968,649936,1815023,1109250,52196,32506,59264
"4203","BAYPORT PUBLIC LIBRARY","MN","CI",3826,1,0,0,1,1,314883,1093300,24676,5898,6347,1332427,24898,84047,2761,1849,0,40760,17472,2792,5509,50326,23806,780,14866,6793
"4204","STILLWATER PUBLIC LIBRARY","MN","CI",19464,1,0,0,3.4,3.4,1536945,287594,91919,9471,14826,348579,81240,84345,4939,6256,0,41995,110553,16005,64564,344718,211061,6232,36993,27258
"4205","NORTHWEST REGIONAL LIBRARY","MN","MJ",44815,1,6,0,2,9.43,1278087,0,73458,42733,10328,0,117247,13859,17618,6940,0,1593,113328,16120,15879,165479,55172,7609,43674,17952
"4206","PIONEERLAND LIBRARY SYSTEM","MN","MJ",162561,1,31,0,12,26.39,5853659,22361,296685,72044,47636,22361,554740,18908,55464,18234,0,2438,350351,49038,59433,452670,207214,55984,8531,12414
"4207","EDGERTON PUBLIC LIBRARY","MN","CI",1879,1,0,0,0,0.75,120942,3297,27101,915,716,3297,26551,21349,4316,1338,0,4284,17420,1221,3301,69586,49138,546,3429,4802
"4208","FULDA MEMORIAL LIBRARY","MN","CI",1933,1,0,0,0,0.75,89250,0,11717,1255,1189,0,18029,21349,936,295,0,4284,8403,748,1928,16570,6860,750,2349,2191
"4209","IVANHOE PUBLIC LIBRARY","MN","CI",1650,1,0,0,0,0.75,58887,0,2975,590,235,0,11675,21349,1143,425,0,4284,3408,334,660,7411,2485,1245,962,2115
"4210","JACKSON COUNTY LIBRARY","MN","CC",9998,1,2,0,1,6.22,808198,0,25450,4520,9032,0,41371,21349,5410,2853,0,4284,32968,4373,6976,52291,23044,4542,11479,13494
"4211","LAKE BENTON PUBLIC LIBRARY","MN","CI",1388,1,0,0,0,0.35,46264,5519,3074,0,1740,5519,10254,21349,1660,453,0,4284,4544,197,579,7367,4213,162,729,1677
"4212","MARSHALL-LYON COUNTY LIBRARY","MN","CC",21759,1,2,0,2.38,5.38,1120020,0,44823,33259,4846,0,76126,21349,6020,4922,0,4284,75719,11352,11218,133448,66102,3480,13099,16522
"4213","MORGAN PUBLIC LIBRARY","MN","CI",2028,1,0,0,0,0.9,116885,5685,12371,0,6385,0,16309,21349,2458,609,0,4284,3484,627,652,6833,4586,156,2030,602
"4214","MOUNTAIN LAKE PUBLIC LIBRARY","MN","CI",2695,1,0,0,1,1.75,191416,6079,8271,285,1276,6079,24190,21349,2013,653,0,4284,10047,1220,1837,20931,12282,488,2650,2012
"4215","NOBLES COUNTY LIBRARY","MN","CO",22145,1,1,0,2,4.45,778319,0,38619,3908,3557,0,63718,21349,6162,3703,0,4284,53466,4907,8206,62131,28253,8722,12267,8300
"4216","REDWOOD FALLS PUBLIC LIBRARY","MN","CI",7172,1,0,0,0,2,408955,0,25021,4321,839,0,49468,21350,3037,1209,1,4284,30329,5086,3864,62946,21578,5453,16551,5524
"4217","ROCK COUNTY COMMUNITY LIBRARY","MN","CO",9662,1,0,0,1,3,378816,0,39629,0,9182,0,27350,21349,1816,1671,0,4284,31404,3896,7087,45785,24094,1564,7202,4569
"4218","SLAYTON PUBLIC LIBRARY","MN","CI",8094,1,0,0,0,2,144057,0,5989,2240,4299,0,23359,21349,1959,1239,0,4284,12428,1114,3219,17287,6809,500,1843,1945
"4219","TYLER PUBLIC LIBRARY","MN","CI",1861,1,0,0,0,0.87,75719,9519,2440,0,346,544,9824,21349,969,173,0,4284,4295,927,1146,8447,2206,306,574,2277
"4220","WABASSO PUBLIC LIBRARY","MN","CI",2378,1,0,0,0.87,0.87,124217,1500,10800,2000,5000,1500,13332,21349,2266,871,0,4284,7936,598,706,15804,8469,817,1073,1964
"4221","WESTBROOK PUBLIC LIBRARY","MN","CI",1558,1,0,0,0,0.87,81171,2500,3104,0,2063,0,16658,21349,1072,382,0,4284,7709,768,1142,12214,3021,266,1263,1247
"4222","WINDOM PUBLIC LIBRARY","MN","CI",4742,1,0,0,0,1,228163,2914,10075,2955,14754,0,26391,21349,1478,1245,0,4284,15181,2139,4036,31478,11931,1590,3177,2592
"4223","ALBERT LEA PUBLIC LIBRARY","MN","CI",30647,1,0,0,2,3,1160893,15000,58848,17832,11923,7513,50914,56284,5966,3965,0,8155,123539,10508,27058,122399,71235,4681,12507,5872
"4224","AUSTIN PUBLIC LIBRARY","MN","CI",40356,1,0,0,4,4,1378817,175579,89015,10638,38292,175579,76787,56284,8690,7768,0,8155,78743,9567,17270,107789,31934,7646,20588,11755
"4225","CALEDONIA PUBLIC LIBRARY","MN","CI",6070,1,0,0,0.87,1.49,168942,0,13652,0,5114,0,11673,56286,1195,212,0,8155,17960,1948,4014,13970,2985,768,2930,2347
"4226","CANNON FALLS LIBRARY","MN","CI",11144,1,0,0,1,1,528101,0,26810,1642,2800,0,23721,56284,3223,1757,0,8155,33027,3289,7221,49313,23506,1424,5520,7573
"4227","CHATFIELD PUBLIC LIBRARY","MN","CI",8913,1,0,0,0,1,318607,8846,13824,0,5939,0,25413,56284,2966,1114,0,8155,21951,1853,3418,36593,21276,1325,4925,4728
"4228","DODGE CENTER PUBLIC LIBRARY","MN","CI",6950,1,0,0,1,2.53,229909,16073,8852,804,1885,16073,15577,56284,2346,921,0,8155,11232,1321,2111,20775,10981,1388,5002,3433
"4229","FARIBAULT: BUCKHAM MEMORIAL LIBRARY","MN","CI",34000,1,0,0,3,3,1446599,22812,76141,24743,15277,22812,72515,56284,6233,6576,0,8155,84206,11523,17166,91784,44294,5081,12765,11694
"4230","HARMONY PUBLIC LIBRARY","MN","CI",3201,1,0,0,0,0.9,164175,0,10774,1000,5492,0,15941,56284,2930,1349,0,8155,6384,773,1805,12938,5617,807,3952,2316
